time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,true_speed,true_heading,true_x,true_y,true_accel_x_vehicle,true_accel_y_vehicle,true_accel_x_world,true_accel_y_world,true_accel_z_world,true_yaw_rate,gnss_x,gnss_y
0.0,6.303327670890063,-0.09942978228937477,7.926177785390127,0.014669742112443557,-0.003357088793644228,-0.008605961387548003,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,-0.5237600551062764,1.530500627709475
0.1,6.021869192562937,0.1950095443915752,7.88786760801916,-0.0026036462197732593,0.012606944354365384,0.009436217327364068,0.15000000000000002,0.0,0.022500000000000006,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.2,6.273554504693745,0.08471335388836818,7.585461246676387,-0.004736139583845225,-0.00806876333134436,-0.011462460059970387,0.30000000000000004,0.0,0.06000000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.30000000000000004,6.258112011253184,-0.2078108836658432,7.593374996884198,9.612839875713624e-05,0.00045055602286736795,-0.011568547286229254,0.45000000000000007,0.0,0.11250000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.4,6.220492487536669,-0.37466441702358527,7.722739254164396,0.018289085789413035,0.010786841998902688,-0.0074975079207445705,0.6000000000000001,0.0,0.18000000000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.5,6.197499848109786,-0.00442602825495177,7.603971531498191,0.005804748933903702,0.007643880608710701,-0.00403374384565638,0.7500000000000001,0.0,0.26250000000000007,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.6000000000000001,6.414433074278651,-0.09020712327994303,7.495563942174147,-0.007385058618676751,0.0034672857662227455,-0.005656461009876127,0.9000000000000001,0.0,0.3600000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.7000000000000001,6.52313943703216,-0.22921082983562754,7.706862494624475,-0.006983788097220111,-0.0038986464268722307,-0.012311120004971223,1.0500000000000003,0.0,0.47250000000000014,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.8,6.290488348868939,0.2567078468369593,7.9506512984850675,-0.0045525592949687815,-0.004654493722975551,0.0016679889921414849,1.2000000000000002,0.0,0.6000000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
0.9,6.06751080013346,0.10063784287314327,7.589142594187537,0.020500057763794703,-0.0016689151161787261,-0.012255846157396721,1.35,0.0,0.7425,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.0,6.2697448887945795,-0.052271272215040104,7.618425531160493,-0.016488295120451652,0.00040966157822744115,0.016013611144078756,1.5,0.0,0.9,0.0,1.5,0.0,1.5,0.0,0.0,0.0,-0.394972564655539,-0.8006674789981189
1.1,6.139087304826409,0.25478623980224724,7.604946039584464,0.013470314681594625,0.0026922712568192347,0.011666344310678922,1.65,0.0,1.0725,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.2000000000000002,6.285846078088611,0.04355699594188732,7.612951706366136,-0.011776838048256312,0.012921582450965178,-0.000955505740315752,1.7999999999999998,0.0,1.26,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.3,6.338494777585418,-0.04506124306432718,7.827002924628009,-0.012590132327406718,0.005640921369778672,0.005258592600243718,1.9499999999999997,0.0,1.4625000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.4000000000000001,6.24915101657168,0.16723246724519097,7.852360398421111,-0.005520789470394157,0.01306678112005178,-0.002301160526523409,2.0999999999999996,0.0,1.6800000000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.5,6.25114446120842,0.12306496720206113,7.889733102691244,-0.016687492345024726,0.008939051682143984,0.009514228064414274,2.2499999999999996,0.0,1.9125000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.6,6.423973995577592,-0.02980771638984756,7.614289734076842,-0.01777753426390308,6.202518356073514e-05,-0.002236630773067784,2.3999999999999995,0.0,2.16,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.7000000000000002,6.231851945413,-0.1416853760539691,7.781539351841311,-0.0016850627037876382,0.010160014004326682,0.005761836493813741,2.5499999999999994,0.0,2.4225,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.8,6.208557367688169,0.08330348333087972,7.732272336497718,-0.0016823614751435366,0.0007037348247404511,0.005913120220637231,2.6999999999999993,0.0,2.6999999999999997,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
1.9000000000000001,6.131494074216128,0.037524389457178134,8.006038501495109,0.01372312680474498,-0.005212533189745579,-0.0057318844521141695,2.849999999999999,0.0,2.9924999999999993,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.0,6.267055651839886,-0.008221024206773706,7.831888489728797,-0.0012110711610049758,-0.010525944674876258,0.01969798545637286,2.999999999999999,0.0,3.299999999999999,0.0,1.5,0.0,1.5,0.0,0.0,0.0,2.0029715228499914,-0.19135154330195125
2.1,6.371105308256028,-0.3176254924965065,7.654219842268479,-0.004755706020380927,-0.0024628988535566327,-0.008325167839649913,3.149999999999999,0.0,3.6224999999999987,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.2,6.18537635764889,-0.32780540782519474,7.798578798067298,-0.0020335233195356668,-0.0035489236860727497,-0.0037008746912025143,3.299999999999999,0.0,3.9599999999999986,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.3000000000000003,6.193702167675209,-0.21212298356312634,7.787199191041769,-0.002216208724470067,0.007064911883797316,0.0049170199301281576,3.449999999999999,0.0,4.312499999999999,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.4000000000000004,6.216251944602322,-0.021000730269712806,7.541970019261445,-0.005794314583471093,0.008010692977368125,0.019062367007656227,3.5999999999999988,0.0,4.68,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.5,6.151411653590498,0.20816628825004072,7.6487791528218105,0.00132080701236599,0.003966113747673863,0.023449442808360157,3.7499999999999987,0.0,5.0625,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.6,6.263602788145643,-0.20911722212772868,7.873012253322807,0.018883225410455666,-0.010418365769984773,0.006650660480686393,3.8999999999999986,0.0,5.46,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.7,6.381644368494363,0.26520718447726194,7.678034806652363,-0.0181725465906859,-0.005951604748163043,-0.0016543030231469646,4.049999999999999,0.0,5.8725000000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.8000000000000003,6.359147507941899,-0.14695588796505832,7.8825706536893785,0.006429741244544075,0.0070460452902844665,-0.0017643682678610854,4.199999999999999,0.0,6.300000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
2.9000000000000004,6.445768714636971,0.168557172124171,7.888383928399744,0.018381213075443287,0.025431069812711857,-0.002346342074225475,4.35,0.0,6.742500000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.0,6.291065602730676,-0.052688922758003354,7.4373175946553465,-0.0011588193699452192,-0.009878284284160696,0.006996046499605127,4.5,0.0,7.200000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,14.16532033938537,-5.660443040137883
3.1,6.253454750711623,-0.15395796317305246,8.005499215725141,-0.005934709560691178,-0.0013058986380997909,0.012438237031867059,4.65,0.0,7.672500000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.2,6.350801843059659,-0.1545093831518618,7.500761960677223,-0.010980600120750921,0.009501140574749349,0.015672088242306346,4.800000000000001,0.0,8.160000000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.3000000000000003,6.175469936242112,-0.009476613734328503,7.696917957336455,-0.004848276602833199,0.005805236452058651,0.0028777858918954875,4.950000000000001,0.0,8.662500000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.4000000000000004,6.358791060779714,0.15417951788477596,7.693993331067669,-0.0013442265381841843,-0.004537023105859996,0.0026905894414284326,5.100000000000001,0.0,9.180000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.5,6.290514193275165,-0.10135717084040363,7.724856154572719,-0.009905746599066848,-0.0017142016914860933,-0.003638442128911225,5.250000000000002,0.0,9.712500000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.6,6.21156109973529,0.11505163027315812,7.437606000467472,-0.010413924431485729,0.006849420595286663,0.007734781447963691,5.400000000000002,0.0,10.260000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.7,6.183482945073858,0.07873693015737059,7.644665265188185,-0.023422493466001223,-0.00892961502674685,0.012159523391856462,5.5500000000000025,0.0,10.822500000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.8000000000000003,6.381324331789559,0.05421805433568276,7.6586964666154165,0.006667385997239955,0.007070523409249989,-0.002325515276402016,5.700000000000003,0.0,11.400000000000004,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
3.9000000000000004,6.367747427365056,0.17114642239878047,7.999725098987796,0.002717074425500881,0.0028758617120377018,0.004916207295414263,5.850000000000003,0.0,11.992500000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.0,6.407593537490273,0.15095450111516787,7.760178591539155,0.0116894375044216,0.007715153772873441,0.003919180395290617,6.0000000000000036,0.0,12.600000000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,12.603156927497498,-0.24562363218096153
4.1000000000000005,6.3494442592458675,-9.958301554548188e-05,7.2873515837179035,0.008905204048172395,0.008051978535632007,-0.004772647272268446,6.150000000000004,0.0,13.222500000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.2,6.216207189218943,-0.08641196528424314,7.889855620664008,0.0023964409814298242,0.006341092925156657,-0.0054258963381507265,6.300000000000004,0.0,13.860000000000007,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.3,6.230402166695281,0.2223406429469268,7.3648164787055554,-0.004693159493749991,0.008275102955353855,-0.011088023258970518,6.450000000000005,0.0,14.512500000000006,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.4,6.250828927537406,0.30971197212448803,7.612843214357762,-0.006901974323091817,0.0013523551301364112,0.007864612545820214,6.600000000000005,0.0,15.180000000000007,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.5,6.399042624981395,-0.11009721095317236,7.8157201403371666,-0.0005898154406763086,-0.012309581480348776,0.02176513555957019,6.750000000000005,0.0,15.862500000000008,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.6000000000000005,6.4854754430197765,-0.28100509478165314,7.518441821474924,0.0066891711397436635,-0.005114823794456389,0.0011834315637185761,6.900000000000006,0.0,16.56000000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.7,6.13614442914392,0.18756965830851155,7.739588779674124,-0.014380658995586023,-0.017801267303346826,0.008848229755846142,7.050000000000006,0.0,17.27250000000001,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.800000000000001,6.324286158094628,0.06432245288762561,7.779474685372417,0.01990385610952791,0.011096053258605089,0.01960692857200937,7.200000000000006,0.0,18.000000000000014,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
4.9,6.358148353767173,-0.1333212921710639,7.539662107962096,-0.010632013509887898,-0.006128576302354606,-0.0017100002158380867,7.350000000000007,0.0,18.742500000000014,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.0,6.231773316117103,-0.018232429985768395,7.500622493684119,-0.005217936692700909,-0.0026020174630693223,-0.00523019868366243,7.500000000000007,0.0,19.500000000000014,0.0,1.5,0.0,1.5,0.0,0.0,0.0,16.79254143841888,7.690993845870669
5.1000000000000005,6.229919677670607,-0.02480336343129964,7.805786212996158,-0.001698870266339183,0.010933481518409479,0.007093466576421969,7.6500000000000075,0.0,20.272500000000015,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.2,6.425123614534534,-0.24121442725175693,7.548487457767247,0.0065910005359881806,0.00641367401370954,0.014869745089796462,7.800000000000008,0.0,21.060000000000016,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.300000000000001,6.323642135047179,-0.1542720324307796,7.747765183608614,0.012811208398309635,0.009016695822073057,0.006321876578546795,7.950000000000008,0.0,21.86250000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.4,6.0526296032051405,0.13029194795320245,7.842456425880811,-0.009616749587501937,-0.008595576861417289,0.017843536377705766,8.100000000000009,0.0,22.68000000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.5,6.3421667538302104,0.06463789626794895,7.855527415864684,-0.016868188689610788,-0.005415092846849042,0.008208435485915388,8.250000000000009,0.0,23.51250000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.6000000000000005,6.492516064574681,0.025480879037987132,7.86320129511658,-0.0046112757557741765,-0.011573805548244791,0.00551202413765667,8.40000000000001,0.0,24.36000000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.7,6.354715120635661,0.026005886871708045,7.74274795230487,0.00032790309532319687,-0.0011822246210425088,0.004306633047201949,8.55000000000001,0.0,25.22250000000002,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.800000000000001,6.1708443474125545,0.18116834266131027,7.878635332906262,-0.017308167065616338,0.01358886790571144,-0.015166675330876882,8.70000000000001,0.0,26.100000000000023,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
5.9,6.110997667280898,-0.09982726263123383,7.926176840234249,-0.005990210394331268,-0.009326285525342372,-0.016162488724302534,8.85000000000001,0.0,26.992500000000025,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.0,6.506354875227293,-0.05062732065565834,7.812872325873796,-0.013584938481419385,-0.004824465435799251,-0.00047850447231229803,9.00000000000001,0.0,27.900000000000027,0.0,1.5,0.0,1.5,0.0,0.0,0.0,33.02936031389333,-5.995675761350871
6.1000000000000005,6.121595292345986,-0.017268225796730468,7.661005685670309,-0.009610151147852698,-0.0069069527788394435,0.014109900303496403,9.150000000000011,0.0,28.82250000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.2,6.334396802099354,-0.06917451971259858,7.712210550382888,0.00501736473265466,-0.0010611394668421517,0.012632767105129204,9.300000000000011,0.0,29.76000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.300000000000001,6.240588807515374,0.14477791001029536,7.760891295757774,0.011156862288153194,0.0011559490281714444,0.0025655389228236014,9.450000000000012,0.0,30.71250000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.4,6.253077171684315,0.12352738319297092,7.776530234524264,0.008909542296409313,-0.009845066360687903,0.023405808865680746,9.600000000000012,0.0,31.68000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.5,6.1633132071426475,-0.18618255235178321,7.792186410160839,-0.001565350924612614,-0.0016173744310267804,-0.00782049292306471,9.750000000000012,0.0,32.66250000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.6000000000000005,6.230805435233175,0.25636302805982253,7.877872822726607,0.023603971392777978,0.00451358017972267,-0.004269590199777043,9.900000000000013,0.0,33.66000000000003,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.7,6.19009308132587,-0.047928378025693,7.957484843809321,-0.013711092668856496,0.0011872748418299325,-0.010288489191502416,10.050000000000013,0.0,34.672500000000035,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.800000000000001,6.242101235003684,-0.009287543202582512,7.494386136691135,-0.0023837734583609786,-0.002624197878144204,0.014259661630959163,10.200000000000014,0.0,35.70000000000004,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
6.9,6.14466414016476,0.23190140382994273,7.97463149418667,0.01640271024225662,-0.006095959314157827,-0.011542467462034214,10.350000000000014,0.0,36.74250000000004,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
7.0,6.41355500251703,-0.04344642842231071,7.799066153212805,0.02321653942410447,0.015285125303591432,0.011819134717138868,10.500000000000014,0.0,37.80000000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,26.335361235731824,-0.623390754507421
7.1000000000000005,6.1738147443994595,0.3408114718754224,7.876970293517779,0.003548777139942508,0.00247683156112199,0.008009675070139102,10.650000000000015,0.0,38.87250000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
7.2,6.229593473885763,0.10721114456024662,7.743945099775698,0.009906970056227657,-0.013778213200544804,0.008151099577533703,10.800000000000015,0.0,39.96000000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
7.300000000000001,6.327728934696006,0.04545652348310866,7.554261984189492,-0.00878571479652967,-0.0033083187117450247,0.00017228157899796485,10.950000000000015,0.0,41.06250000000005,0.0,1.5,0.0,1.5,0.0,0.0,0.0,,
