time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gnss_x,gnss_y,true_x,true_y,true_speed,true_heading,true_yaw_rate,true_accel_x_vehicle
0.0,0.1002,1.539,9.8338,-0.0069,-0.0607,0.0187,0.0,0.0,-2.9273004658799864,6.590144000288376,5.611111111111111,4.218687694873053,-0.08901189657146592,0.0
0.1,0.3661,-0.5675,10.2633,-0.0168,-0.0595,-0.0116,0.0,0.0,-3.416315856930009,6.334107999669243,5.594444444444444,4.218635334995494,-0.10122888717616087,0.0
0.2,0.0257,0.7192,9.7339,0.0234,-0.0524,-0.0143,0.0,0.0,-3.8985393675448017,6.1226000003614445,5.580555555555556,4.2571547515870085,-0.09773854283143757,0.09002572365885
0.30000000000000004,0.8207,-0.5999,9.7746,0.0316,-0.0646,0.0266,0.0,0.0,-4.394346639030053,5.877696000663377,5.597222222222221,4.239247673461547,-0.08377559465621758,0.1900514060025
0.4,0.6825,0.0965,9.6368,-0.0104,-0.0267,-0.0198,0.0,0.0,-4.883362030080076,5.632792000174334,5.625,4.243139757693495,-0.06981317007977318,0.290079530202
0.5,0.3605,0.3625,9.984,0.0113,-0.0595,0.0631,0.0,0.0,-5.372377421115018,5.399020000606356,5.652777777777778,4.254728743926736,-0.05585022190455319,0.49013568053449996
0.6000000000000001,0.4613,0.6275,9.8064,-0.0019,-0.0116,0.0105,0.0,0.0,-5.868184692600271,5.165248000247402,5.702777777777778,4.267905979779294,-0.03141571709638769,0.5801613159335
0.7000000000000001,0.2006,1.3535,9.6703,-0.0377,0.0044,-0.0657,0.0,0.0,-6.377575724940902,4.931475999888448,5.75,4.273351407045516,-0.026179938779914945,0.6801894401329999
0.8,-0.2899,0.6331,9.6904,-0.024,0.0374,-0.0288,0.0,0.0,-6.880174876876466,4.686572000190381,5.76111111111111,4.26308887104379,-0.010472081977050348,0.5801613159335
0.9,0.3603,1.2992,9.9784,-0.0364,0.0384,-0.114,0.0,0.0,-7.396357789652328,4.463931999961517,5.763888888888888,4.270820679630124,0.0017454357170787011,0.390107556335
1.0,-0.4425,0.8494,9.8731,-0.0265,0.0217,-0.1402,0.0,0.0,-7.91254070242819,4.263555999992832,5.752777777777778,4.3009450625195464,0.006981210542892947,0.09002572365885
1.1,-0.3747,2.814,11.3035,-0.0597,0.0058,0.0668,0.0,0.0,-8.421931734798983,4.029784000424854,5.71111111111111,4.281187935386971,0.013962953411207752,-0.09002572365885
1.2000000000000002,0.5803,0.5597,9.8483,-0.0238,-0.0013,0.0928,0.0,0.0,-8.924530886674221,3.7960120000659003,5.680555555555555,4.27542834885539,0.024434504808165492,-0.09002572365885
1.3,0.9522,0.9144,10.041,0.0413,-0.0317,-0.0164,0.0,0.0,-9.433921919014853,3.5733720006280123,5.580555555555556,4.281153028801931,0.019198726491692745,-0.09002572365885
1.4000000000000001,-0.289,0.7632,9.3697,-0.0472,0.0798,-0.1155,0.0,0.0,-9.929729190500106,3.3618639997382616,5.616666666666666,4.288465958367787,0.03490658503988659,-0.1900537595985
1.5,2.0907,2.2083,9.6777,0.105,-0.05,-0.0154,0.0,0.0,-10.41195270112998,3.1169600000401942,5.572222222222222,4.265113452976102,0.045378665271607686,-0.1900537595985
1.6,0.8095,1.5868,10.249,-0.0674,0.1389,0.019,0.0,0.0,-10.900968092180003,2.894320000602306,5.513888888888889,4.261064289111476,0.04363323129985824,-0.1900537595985
1.7000000000000002,-0.2451,1.6643,9.9904,-0.0643,0.0323,-0.0168,0.0,0.0,-11.383191602809877,2.6605480002433524,5.397222222222222,4.264450227860345,0.047124099243357136,-0.290081883798
1.8,-0.2453,1.6826,9.5951,-0.0976,0.1052,0.0332,0.0,0.0,-11.858623232989437,2.437908000014488,5.341666666666667,4.25684059232165,0.03839745298338549,-0.49013568053449996
1.9000000000000001,0.1397,1.1485,9.386,-0.0057,0.0533,-0.0296,0.0,0.0,-12.320471102313622,2.2041359996555343,5.261111111111111,4.244832727067929,0.04363323129985824,-0.5801613159335
2.0,0.0658,1.3001,9.9592,0.0163,0.0553,0.0364,0.0,0.0,-12.775527091217658,1.9703640008785328,5.186111111111112,4.2387240746859485,0.03839745298338549,-0.5801613159335
2.1,0.0691,1.6603,9.818,-0.0112,0.0673,-0.0488,0.0,0.0,-13.22379119967138,1.7365919997286028,5.105555555555555,4.239684005774546,0.03839745298338549,-0.6801894401329999
2.2,0.2818,1.2875,9.7529,-0.0135,0.041,-0.0655,0.0,0.0,-13.665263427704955,1.5139520002907148,5.0361111111111105,4.228548805146821,0.04363323129985824,-0.6801894401329999
2.3000000000000003,0.4165,1.1707,9.8061,-0.0275,0.0334,-0.0677,0.0,0.0,-14.09315189486807,1.2913120000618505,4.902777777777778,4.229543642820459,0.04014288695513494,-0.6801894401329999
2.4000000000000004,-0.1991,1.7212,9.9847,0.0011,0.019,-0.0414,0.0,0.0,-14.514248481595953,1.0686720006239625,4.822222222222222,4.224988333472753,0.04188779732810879,-0.780217466266
2.5,-0.1869,1.7066,9.4396,-0.0154,0.0376,0.042,0.0,0.0,-14.921761307483537,0.8571639997342118,4.691666666666666,4.22296375154044,0.03490658503988659,-0.780217466266
2.6,-0.3953,1.2726,9.9741,-0.0119,0.0066,0.0628,0.0,0.0,-15.322482252920814,0.6345240002963237,4.608333333333333,4.216174420750182,0.03316115106813714,-0.8802455904654999
2.7,-0.5458,1.5378,9.97,-0.0416,0.049,0.0224,0.0,0.0,-15.709619437517793,0.41188399927648334,4.463888888888889,4.203066998067705,0.04014288695513494,-0.8802455904654999
2.8000000000000003,0.1189,1.4624,9.7168,-0.0049,0.0022,-0.0075,0.0,0.0,-16.07638098080908,0.1892439998385953,4.344444444444444,4.206819455959492,0.03490658503988659,-0.9802736165985
2.9000000000000004,0.2067,2.3462,10.1442,-0.0119,0.0698,0.0115,0.0,0.0,-16.436350643665136,-0.022264000260179273,4.2250000000000005,4.206173684136255,0.027925372751664394,-0.9802736165985
3.0,-0.3054,1.1901,9.5579,0.0431,0.0059,0.0337,0.0,0.0,-16.789528426070884,-0.2226400002288642,4.1,4.198057903114481,0.026179938779914945,-0.9802736165985
3.1,-0.1416,1.4104,9.5326,0.0343,0.0266,-0.003,0.0,0.0,-17.12912244765141,-0.42301600019754915,3.969444444444444,4.195073390093571,0.026179938779914945,-0.9802736165985
3.2,-0.0544,1.546,9.5328,-0.0139,0.0373,0.0069,0.0,0.0,-17.44834082791117,-0.6233920001662341,3.838888888888889,4.1913732920793425,0.019198726491692745,-1.0702968003349989
3.3000000000000003,-0.9257,1.6676,10.3216,0.0251,0.0193,0.0248,0.0,0.0,-17.747183566895398,-0.8126360000048294,3.716666666666667,4.185508985792642,0.019198726491692745,-1.0702968003349989
3.4000000000000004,-0.5155,1.326,9.8827,0.0144,0.0286,0.0531,0.0,0.0,-18.046026305864547,-1.0130119999735143,3.547222222222222,4.196556919957765,0.024434504808165492,-1.0702968003349989
3.5,0.1088,1.6868,9.8483,0.0393,0.0086,0.0227,0.0,0.0,-18.32449340354309,-1.2022559998121096,3.447222222222222,4.190605347208465,0.019198726491692745,-0.9802736165985
3.6,0.3099,0.9932,9.6978,0.0266,0.0049,0.0459,0.0,0.0,-18.60975238165686,-1.3692359993905256,3.311111111111111,4.195439909236489,0.0017454357170787011,-0.9802736165985
3.7,-0.2505,2.0428,9.5068,0.0036,0.0299,-0.0276,0.0,0.0,-18.88142759891525,-1.5362159997599178,3.1777777777777776,4.187359034799756,-0.0017454357170787011,-1.0702968003349989
3.8000000000000003,0.0046,1.45,9.7885,-0.0217,-0.0021,0.0002,0.0,0.0,-19.14631093573841,-1.6920639999992204,3.0444444444444447,4.202927371727545,0.0034908714341574023,-1.170324630334999
3.9000000000000004,-0.1125,1.3453,9.8381,-0.0014,-0.0009,0.0505,0.0,0.0,-19.370442989965273,-1.847912000238523,2.880555555555555,4.182315033261492,0.0052363071512361034,-1.170324630334999
4.0,-0.3253,1.4915,10.0593,-0.0083,0.0338,-0.0367,0.0,0.0,-19.614950685497824,-1.9814960002176463,2.7416666666666663,4.2079539199732885,0.0,-1.170324630334999
4.1000000000000005,-0.2107,0.9142,9.6648,0.0127,0.0071,0.0042,0.0,0.0,-19.832290859289454,-2.1150799994057934,2.6222222222222222,4.1752813563759545,0.0,-1.170324630334999
4.2,0.3349,2.1905,9.743,0.001,0.0189,-0.002,0.0,0.0,-20.04283915267602,-2.2597960003059825,2.4861111111111107,4.163831996482872,0.0052363071512361034,-1.170324630334999
4.3,-0.3283,2.1472,9.9405,-0.0067,0.0526,0.0281,0.0,0.0,-20.24659556559719,-2.3488519997647472,2.3361111111111112,4.225564292125911,0.0052363071512361034,-1.170324630334999
4.4,0.1982,1.0569,9.8299,0.0036,0.0045,0.0141,0.0,0.0,-20.443560098098214,-2.4490399993536016,2.186111111111111,4.197604117508962,-0.0017454357170787011,-1.170324630334999
4.5,-0.3598,2.0,10.076,0.0101,-0.0031,-0.0013,0.0,0.0,-20.61335710888848,-2.549227999733432,2.0277777777777777,4.180238091451619,0.0,-1.270353441
4.6000000000000005,-0.186,1.3782,9.8767,-0.0003,0.0269,0.0136,0.0,0.0,-20.78315411966366,-2.6271519998530835,1.8972222222222221,4.189785042460027,0.01221751769412905,-1.170324630334999
4.7,-0.3725,1.6443,9.7896,-0.012,0.0293,-0.0166,0.0,0.0,-20.925783608728086,-2.7162080001028244,1.7472222222222222,4.16449522159863,0.0017454357170787011,-1.0702968003349989
4.800000000000001,-0.0552,1.3082,9.4465,-0.024,0.0265,-0.0185,0.0,0.0,-21.06162121735728,-2.78299999930141,1.6027777777777776,4.149659922956678,0.0,-1.170324630334999
4.9,0.0079,1.1675,9.999,0.0027,0.011,-0.0105,0.0,0.0,-21.190666945551246,-2.838659999951858,1.4694444444444443,4.147129195541286,0.0052363071512361034,-1.170324630334999
5.0,-0.1963,1.0801,10.0373,-0.0019,0.0141,-0.0024,0.0,0.0,-21.306128912859673,-2.9054519999414197,1.3416666666666666,4.172802988838123,0.0034908714341574023,-1.0702968003349989
5.1000000000000005,-0.1002,1.0834,9.843,-0.0113,0.029,-0.0057,0.0,0.0,-21.42159088021334,-2.949979999670802,1.2166666666666666,4.182699005696931,0.0052363071512361034,-0.8802455904654999
5.2,0.1379,1.176,9.7408,-0.0065,0.0296,-0.0059,0.0,0.0,-21.509885325826087,-2.9945080001911606,1.1083333333333334,4.185456625915082,0.0017454357170787011,-0.8802455904654999
5.300000000000001,-0.0807,0.8154,9.8503,0.0107,0.0172,0.0226,0.0,0.0,-21.59138789098852,-3.039035999129567,1.0,4.173413854076322,0.0017454357170787011,-0.780217466266
5.4,0.0536,0.8557,9.9076,0.0047,0.0377,0.005,0.0,0.0,-21.672890456166037,-3.0835639996499253,0.8916666666666666,4.165315526347067,0.0,-0.6801894401329999
5.5,-0.1542,0.8258,9.9247,-0.0021,-0.0035,-0.0005,0.0,0.0,-21.740809260473096,-3.1169600008311704,0.7972222222222223,4.1930313548687375,0.0,-0.5801613159335
5.6000000000000005,0.0587,0.7137,9.7298,-0.0017,0.0208,0.0125,0.0,0.0,-21.781560543069396,-3.150355999639487,0.7222222222222222,4.169975555449892,0.0052363071512361034,-0.49013568053449996
5.7,0.0414,0.6016,9.9323,-0.0097,0.0123,0.0061,0.0,0.0,-21.84268746691106,-3.183752000029756,0.6444444444444444,4.171336912266447,0.0017454357170787011,-0.390109909931
5.800000000000001,0.1256,0.5247,9.9626,-0.0187,0.0084,-0.0156,0.0,0.0,-21.87664686910229,-3.1948840001598455,0.5666666666666667,4.180971129737456,0.0,-0.390109909931
5.9,0.1793,0.6265,9.8452,-0.0043,-0.0093,0.0049,0.0,0.0,-21.91739815168351,-3.2282799997591383,0.5027777777777778,4.18587550493556,0.0,-0.290081883798
6.0,0.0848,0.3436,9.9432,0.0029,-0.0028,0.0052,0.0,0.0,-21.95135755384458,-3.239411999889228,0.45,4.187882633575354,0.0,-0.1900537595985
6.1000000000000005,0.1513,0.2498,9.8079,0.0085,0.0105,-0.0149,0.0,0.0,-21.978525075570417,-3.2505440000193175,0.39999999999999997,4.240382137475343,0.0,-0.09002572365885
6.2,-0.008,0.6103,9.7786,-0.0073,-0.0019,-0.0193,0.0,0.0,-22.01248447771641,-3.2505440000193175,0.3638888888888889,4.23210927682089,-0.0017454357170787011,-0.09002572365885
6.300000000000001,0.0869,0.216,9.831,-0.0071,0.028,-0.0119,0.0,0.0,-22.026068238586866,-3.261675999358431,0.31388888888888883,4.1644603150135895,0.0,0.0
6.4,0.2465,0.2838,10.0273,-0.008,0.0176,-0.0205,0.0,0.0,-22.046443879877476,-3.272808000279497,0.2833333333333333,4.166519803530943,-0.0017454357170787011,0.0
6.5,0.1395,0.1888,9.8324,0.0025,0.0062,-0.0002,0.0,0.0,-22.060027640747936,-3.2839399996186103,0.25555555555555554,4.151003826480713,0.0017454357170787011,0.0
6.6000000000000005,0.123,0.2036,9.7444,0.0001,0.0138,0.0018,0.0,0.0,-22.073611401603316,-3.2950719997487,0.22222222222222224,4.157129932155214,0.0,0.0
