time,speed,accel_x,gyro_z,heading,x,y
0.0,0.0,1.9828640594346174,0.01078818334867797,0.0,0.0,0.0
0.1,0.2,1.9944187464950685,-0.0013658630843359177,0.0,0.020000000000000004,0.0
0.2,0.4,1.9499372191606545,0.006761650489103195,0.0,0.06000000000000001,0.0
0.30000000000000004,0.6000000000000001,2.0876041756761827,-0.008580391557200959,0.0,0.12000000000000002,0.0
0.4,0.8,1.83862716135959,0.004872444824987266,0.0,0.20000000000000004,0.0
0.5,1.0,1.8849370974038993,-0.006976955138813295,0.0,0.30000000000000004,0.0
0.6000000000000001,1.2000000000000002,2.1554118010642385,0.0035212267047518534,0.0,0.42000000000000004,0.0
0.7000000000000001,1.4000000000000001,2.0758437247646992,-0.0002884628075055752,0.0,0.56,0.0
0.8,1.6,1.9769009219370908,0.016354874976354992,0.0,0.7200000000000001,0.0
0.9,1.8,1.944136941565699,-0.016589959336776854,0.0,0.9000000000000001,0.0
1.0,2.0,2.0203820908375603,0.0055186873016031986,0.0,1.1,0.0
1.1,2.2,1.8073975541974796,0.004812009863889832,0.0,1.32,0.0
1.2000000000000002,2.4000000000000004,1.8822889303103794,0.005941706181118299,0.0,1.56,0.0
1.3,2.6,1.957098544155196,0.013554509521054175,0.0,1.82,0.0
1.4000000000000001,2.8000000000000003,1.7195432678643279,-0.00988163967573294,0.0,2.1,0.0
1.5,3.0,2.120558004421741,0.00450992002301491,0.0,2.4000000000000004,0.0
1.6,3.2,1.8271891098607846,0.011937158269818851,0.0,2.7200000000000006,0.0
1.7000000000000002,3.4000000000000004,1.6964083655325441,0.002319156735230294,0.0,3.0600000000000005,0.0
1.8,3.6,1.986493279756036,0.004113423889807513,0.0,3.4200000000000004,0.0
1.9000000000000001,3.8000000000000003,1.9850529303594353,0.02188109087143553,0.0,3.8000000000000003,0.0
2.0,4.0,1.77720011541727,-0.005353628542499471,0.0,4.2,0.0
2.1,4.2,2.0166909388831313,0.010845105704358333,0.0,4.62,0.0
2.2,4.4,2.0471325700577876,0.004447281906070831,0.0,5.0600000000000005,0.0
2.3000000000000003,4.6000000000000005,1.7128316556958048,0.01329509481346642,0.0,5.5200000000000005,0.0
2.4000000000000004,4.800000000000001,1.926974280855594,0.010917187059271527,0.0,6.000000000000001,0.0
2.5,5.0,2.166179547026485,0.002022030840350097,0.0,6.500000000000001,0.0
2.6,5.2,2.2210713964680004,0.01830583846976728,0.0,7.020000000000001,0.0
2.7,5.4,1.8145266037605037,0.019980695322638672,0.0,7.560000000000001,0.0
2.8000000000000003,5.6000000000000005,1.9850069367800622,-1.8225294245290645e-05,0.0,8.120000000000001,0.0
2.9000000000000004,5.800000000000001,2.1673974062166113,0.0025939842620773127,0.0,8.700000000000001,0.0
3.0,6.0,2.147490150408224,-0.008329728822744704,0.0,9.3,0.0
3.1,6.2,1.9732892462302665,0.012170784232818883,0.0,9.920000000000002,0.0
3.2,6.4,2.344547019380522,0.01741534401338283,0.0,10.560000000000002,0.0
3.3000000000000003,6.6000000000000005,1.9120150579722828,0.014490324704016004,0.0,11.220000000000002,0.0
3.4000000000000004,6.800000000000001,2.312081976784855,0.007532327024745451,0.0,11.900000000000002,0.0
3.5,7.0,2.003096251344414,0.006671906807518389,0.0,12.600000000000001,0.0
3.6,7.2,1.9381519055331573,0.025897819740252476,0.0,13.320000000000002,0.0
3.7,7.4,1.7994003151626043,0.010742707796472715,0.0,14.060000000000002,0.0
3.8000000000000003,7.6000000000000005,1.941408134912748,0.033111218366442575,0.0,14.820000000000002,0.0
3.9000000000000004,7.800000000000001,2.148909995389004,0.017083030504833313,0.0,15.600000000000001,0.0
4.0,8.0,1.8379442887463224,0.009949966356986688,0.0,16.400000000000002,0.0
4.1000000000000005,8.200000000000001,2.0086467138788127,0.002083480385432815,0.0,17.220000000000002,0.0
4.2,8.4,1.9725623049106507,0.020961925571158415,0.0,18.060000000000002,0.0
4.3,8.6,2.4730839067056953,-8.810874479787349e-05,0.0,18.92,0.0
4.4,8.8,2.1043089765550973,0.021110432276467937,0.0,19.8,0.0
4.5,9.0,2.178679803074301,-0.009912896475841919,0.0,20.7,0.0
4.6000000000000005,9.200000000000001,1.8033827697741809,-0.0027409222986109387,0.0,21.62,0.0
4.7,9.4,2.1954228529036572,0.018255378686843737,0.0,22.560000000000002,0.0
4.800000000000001,9.600000000000001,2.1352004835406526,0.021909057229860317,0.0,23.520000000000003,0.0
4.9,9.8,2.259338009417222,-0.003914260964456206,0.0,24.500000000000004,0.0
5.0,10.0,2.1601748340545344,-0.02173832099842063,0.0,25.500000000000004,0.0
5.1000000000000005,10.200000000000001,2.310474579090105,0.00953066858257602,0.0,26.520000000000003,0.0
5.2,10.4,2.0305238933936156,0.02375797696883108,0.0,27.560000000000002,0.0
5.300000000000001,10.600000000000001,2.0114749680191473,0.013476352566405312,0.0,28.62,0.0
5.4,10.8,1.8761102467493391,0.0026104884814138456,0.0,29.700000000000003,0.0
5.5,11.0,2.286024682491377,0.01665141689689453,0.0,30.800000000000004,0.0
5.6000000000000005,11.200000000000001,1.7724445028942069,0.024184714009956317,0.0,31.920000000000005,0.0
5.7,11.4,1.815426916780653,0.004233312342649617,0.0,33.06,0.0
5.800000000000001,11.600000000000001,2.1428395188321465,0.014142849257184807,0.0,34.22,0.0
5.9,11.8,2.388633738198824,0.030490413415633615,0.0,35.4,0.0
6.0,12.0,1.8831015133909268,0.009676034880088752,0.0,36.6,0.0
6.1000000000000005,12.200000000000001,2.0132563220781794,-0.0005599778572698156,0.0,37.82,0.0
6.2,12.4,1.870008244800119,0.005258155955774387,0.0,39.06,0.0
6.300000000000001,12.600000000000001,2.0830570552560874,-0.005204405839014385,0.0,40.32,0.0
6.4,12.8,2.029941923147467,0.009963100005150025,0.0,41.6,0.0
6.5,13.0,1.917882492799557,0.005926070809032884,0.0,42.9,0.0
6.6000000000000005,13.200000000000001,2.0139713515690745,0.021187129052821618,0.0,44.22,0.0
6.7,13.4,2.208395177359893,-0.016432958347159497,0.0,45.56,0.0
6.800000000000001,13.600000000000001,1.9362497767311349,0.01630057229193118,0.0,46.92,0.0
6.9,13.8,2.011309978299682,-0.0030938066930496196,0.0,48.300000000000004,0.0
7.0,14.0,2.092799354425654,0.006314796765437347,0.0,49.7,0.0
7.1000000000000005,14.200000000000001,2.200509064748178,0.021174767232939297,0.0,51.120000000000005,0.0
7.2,14.4,1.9066962921240354,0.011453604968220985,0.0,52.56,0.0
7.300000000000001,14.600000000000001,2.104108070092609,-0.0016576686513355343,0.0,54.02,0.0
7.4,14.8,1.9912203918259055,0.0028352928483643177,0.0,55.5,0.0
7.5,15.0,1.982444539704627,-0.00012870809981194165,0.0,57.0,0.0
7.6000000000000005,15.200000000000001,2.103725769730931,0.01952203636539933,0.0,58.52,0.0
7.7,15.4,1.9460009818235409,-0.006101075399906981,0.0,60.06,0.0
7.800000000000001,15.600000000000001,2.0879292198316404,-0.007011394805491387,0.0,61.620000000000005,0.0
7.9,15.8,2.01623194553016,0.0006412689423488157,0.0,63.2,0.0
8.0,16.0,1.9795734417913884,0.004496170183550221,0.0,64.8,0.0
8.1,16.2,2.1248799510664336,-0.019764208867427992,0.0,66.42,0.0
8.200000000000001,16.400000000000002,1.854053647232678,0.002024068597268863,0.0,68.06,0.0
8.3,16.6,1.9787929208739927,-0.000762398513164818,0.0,69.72,0.0
8.4,16.8,2.269833190209241,0.011085386317428066,0.0,71.4,0.0
8.5,17.0,2.0410007632240244,0.010437630582464661,0.0,73.10000000000001,0.0
8.6,17.2,1.749096294191168,0.012399442537419826,0.0,74.82000000000001,0.0
8.700000000000001,17.400000000000002,1.960507097346758,-0.010267266883314693,0.0,76.56,0.0
8.8,17.6,2.000444401913662,-0.00359907304007744,0.0,78.32000000000001,0.0
8.9,17.8,2.089389562409115,0.014984273515023266,0.0,80.10000000000001,0.0
9.0,18.0,1.878295789280774,0.014051405302355019,0.0,81.9,0.0
9.1,18.2,2.0882039741963707,0.015615852466528614,0.0,83.72,0.0
9.200000000000001,18.400000000000002,1.9502229578661776,0.0028191847926370773,0.0,85.56,0.0
9.3,18.6,1.9048360810682736,-0.0180868342497109,0.0,87.42,0.0
9.4,18.8,2.2627426007044096,0.0028146084464304496,0.0,89.3,0.0
9.5,19.0,2.107578415446365,0.01853481157233976,0.0,91.2,0.0
9.600000000000001,19.200000000000003,2.0267714280510076,-0.001339359527330353,0.0,93.12,0.0
9.700000000000001,19.400000000000002,2.132481516047436,-0.0268249588945268,0.0,95.06,0.0
9.8,19.6,2.0649117887044133,0.01345192649956068,0.0,97.02,0.0
9.9,19.8,1.8660116936547186,0.0006967140334941399,0.0,99.0,0.0
