time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,true_speed,true_heading,true_x,true_y,true_accel_x_vehicle,true_accel_x_world,true_accel_y_world,true_accel_z_world
0.0,6.761557930520562,-0.0007396451756776987,7.562862491840448,0.016230298564080255,-0.00434153374723336,0.0026586304305081946,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
0.1,6.923932729894986,0.1351152093729363,7.3952880532351015,0.006425600435859647,-0.006634176928124623,0.0003427024642974315,0.2,0.0,0.020000000000000004,0.0,2.0,2.0,0.0,0.0
0.2,6.723345148303783,-0.26699203669866967,7.206971536248389,-0.004622875292409727,-0.012128311203344238,0.00814247332595274,0.4,0.0,0.06000000000000001,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0
0.30000000000000004,6.550847196240695,-0.19184555520029373,7.685556526463578,-0.0012577630048653567,-0.0013247179531207616,-0.009247481862134567,0.6000000000000001,0.0,0.12000000000000002,0.0,2.0,2.0,0.0,0.0
0.4,6.605393398890099,0.03663838845647992,7.293060174511999,0.0047569801834567195,-0.008006386899188051,0.002083062502067232,0.8,0.0,0.20000000000000004,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
0.5,6.5967948157344685,0.29784172767634065,7.463684627414654,-0.009577109289559002,0.00622544912103189,-0.007208436499710222,1.0,0.0,0.30000000000000004,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0
0.6000000000000001,6.718380346819591,-0.2739505185819663,7.26648130379058,0.0029686123586912354,0.005384665799954104,0.006713682811899705,1.2000000000000002,0.0,0.42000000000000004,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0
0.7000000000000001,6.669703565210641,-0.025165554338393317,7.24393091257023,-0.0061984420839470864,-0.006606387709597875,0.015571222262189158,1.4000000000000001,0.0,0.56,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
0.8,6.738593551004146,-0.2444560233044101,7.514321806534563,-0.0028508228041631656,-0.008769220003059588,0.011116762888408679,1.6,0.0,0.7200000000000001,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
0.9,6.841700735943269,0.15969201786742976,7.339826582641948,-0.002092123758512146,0.0013126343140356395,0.014755451271223591,1.8,0.0,0.9000000000000001,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.0,6.615174671892084,-0.007848846499572567,7.29975896502444,-0.010962066240806707,0.006125258223941981,0.01856240028570823,2.0,0.0,1.1,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0
1.1,6.676249289331828,0.17052993468380362,7.519954614882488,-0.005451197546051243,0.0016139560550841392,0.020380365664659693,2.2,0.0,1.32,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
1.2000000000000002,6.681676901702384,0.25469654837210093,7.072747445511883,0.00921902504375224,-0.0011295293176182878,0.0020099264953413252,2.4000000000000004,0.0,1.56,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.3,6.700814924049202,-0.2781353371901339,7.432758427949717,0.004571125715117464,0.012778940447415161,-0.00018270218273647425,2.6,0.0,1.82,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.4000000000000001,6.565776767134898,-0.055263556537680475,7.6030195287806555,0.004287511096596844,-0.007297602037670388,0.010132674331133561,2.8000000000000003,0.0,2.1,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.5,6.701612439971083,0.16529674857993337,7.360401247043741,-0.002276621465977682,-0.005921081531321576,-0.009635149481321187,3.0,0.0,2.4000000000000004,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.6,6.731468849128565,0.0591582908269834,7.466476229621713,-0.0013458713337514694,-0.01615370742050414,0.0007935467723464099,3.2,0.0,2.7200000000000006,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
1.7000000000000002,6.635643630089861,-0.10034159038324282,7.441516354375443,0.005040508568145384,0.016861859012105303,0.00674577812831839,3.4000000000000004,0.0,3.0600000000000005,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.8,6.725683366177291,0.008833112635074919,7.177893528830488,0.0007348612455078313,-0.0013976979005897356,0.029632421124852863,3.6,0.0,3.4200000000000004,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
1.9000000000000001,6.658196662851709,0.06523210135004187,7.460502445669558,-0.010686780376195321,0.009428228145150206,0.012519330326867742,3.8000000000000003,0.0,3.8000000000000003,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
2.0,6.805705599625334,-0.11640811821921083,7.6761283577657595,-0.013018510627922808,0.0038685709380027033,0.026904556258099788,4.0,0.0,4.2,0.0,1.9999999999999996,1.9999999999999996,0.0,0.0
2.1,6.538470358799275,-0.06494465944041578,7.480656915888489,-0.004034756541161992,-0.017506634310661327,0.005685629748060274,4.2,0.0,4.62,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.2,6.527705250509963,0.09103886459527724,7.327795575990273,0.016499344050175394,-0.00983253292336237,0.001779384837943244,4.4,0.0,5.0600000000000005,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.3000000000000003,6.809078390174329,-0.1646296474650933,7.499828201315963,0.014071427542824283,-0.018074832345612274,0.006846338585323042,4.6000000000000005,0.0,5.5200000000000005,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.4000000000000004,6.7260332267061385,0.13727343076659654,7.280166604493633,-0.012204566130842764,0.0032194156561689766,0.007969846732331861,4.800000000000001,0.0,6.000000000000001,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
2.5,6.724624735120757,0.07196723142454635,7.363705502888571,0.0033225369716100355,0.0009307247329868127,-0.002143514180263678,5.0,0.0,6.500000000000001,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
2.6,6.9669169842405925,0.09107493813676813,7.287013686544946,0.007565536086338297,-0.011746816702273215,0.01287084603742452,5.2,0.0,7.020000000000001,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.7,6.860840144419989,-0.10310234775275656,7.610215630511991,0.005127809269364983,0.0062206015999449,0.023967929826539475,5.4,0.0,7.560000000000001,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.8000000000000003,6.650242590168448,-0.09306042465362342,7.332282046681515,-0.007158102849654384,-0.002771017094141042,0.00841151974816644,5.6000000000000005,0.0,8.120000000000001,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
2.9000000000000004,6.728554427468378,0.14407748735540357,7.467659494907031,0.015535340771573168,-0.004646568332379561,0.03220169166589619,5.800000000000001,0.0,8.700000000000001,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
3.0,6.780900909733626,-0.10857363346244238,7.305075336416178,0.0058247241524318535,-0.0042346278532585085,0.01214000494092092,6.0,0.0,9.3,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
3.1,6.7580364512549105,0.009075663101469084,7.338690153415083,-0.014148472246858647,-0.006465149520670211,0.013563987943234723,6.2,0.0,9.920000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.2,6.719164869188409,-0.1668608168067982,7.491686350003021,0.004853173797288368,-0.01083857436201133,0.006537251059455279,6.4,0.0,10.560000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.3000000000000003,6.695782115335779,-0.15144554467459348,7.519377315177586,0.006607845263682344,0.008830512431752771,0.01553802052034903,6.6000000000000005,0.0,11.220000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.4000000000000004,6.480400402375311,-0.12067375598726841,7.542964501206644,0.006137859509122088,0.003150476863060479,0.04352731490654721,6.800000000000001,0.0,11.900000000000002,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
3.5,6.77268438417285,0.19033484602708983,7.608809475649325,0.00751391251305798,-0.005152692446403456,0.012589692204932675,7.0,0.0,12.600000000000001,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
3.6,6.571127025388243,-0.01552279101100133,7.392904678950978,0.0018187413938632255,0.021146585666735086,-0.013672651925917479,7.2,0.0,13.320000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.7,6.789989836125056,-0.22190738067844776,7.394919431256929,0.011889505969673662,-0.0013571998090453723,-0.005777447779293061,7.4,0.0,14.060000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.8000000000000003,6.579755251179884,0.12193966234020137,7.356154216367773,0.003164585895819749,-0.001544281600961862,-0.0015160034760581713,7.6000000000000005,0.0,14.820000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
3.9000000000000004,7.008642420967674,0.11508785334770169,7.161937823126704,0.0028645431476942767,-0.00861786464768388,0.013524333347962238,7.800000000000001,0.0,15.600000000000001,0.0,1.9999999999999973,1.9999999999999973,0.0,0.0
4.0,6.568172696803973,0.0027895337799651483,7.541457302972412,0.009657551941701214,-0.014002964070557762,0.001654987641590516,8.0,0.0,16.400000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.1000000000000005,6.615809010894735,-0.07799938488605677,7.730527347167508,0.005049817109609556,-0.014608839543350452,0.01417861947054776,8.200000000000001,0.0,17.220000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.2,7.0053742371207655,0.174869789082672,7.2378037162322455,-0.0038423407286625137,0.010669111491866227,-0.0020766946561878077,8.4,0.0,18.060000000000002,0.0,1.999999999999993,1.999999999999993,0.0,0.0
4.3,6.753623721790813,0.13619510801440052,7.326669640388631,0.0004047464393819992,-0.03441267340069073,-0.005243876413342899,8.6,0.0,18.92,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.4,6.6491655848599045,-0.16716747729472742,7.7105709067150885,-0.013301413779606325,-0.006400444866969838,0.006307405772860914,8.8,0.0,19.8,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.5,6.903241800928796,-0.1953793226769159,7.640183773948587,0.0011023306101958705,-0.01181508651047951,0.009621034742632708,9.0,0.0,20.7,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.6000000000000005,6.716909761904899,-0.0700325315738192,7.476179523873846,-0.002853135968617602,-0.0008648265474875197,0.011621306745210468,9.200000000000001,0.0,21.62,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.7,6.924953329990681,-0.16567232482402736,7.7856642173237836,-0.01852087799522502,-0.0035178509503558334,0.010883172064845766,9.4,0.0,22.560000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.800000000000001,6.729199587729133,-0.07340492797308906,7.434490873571752,-0.003930009346588328,-0.007893647569442115,0.013496020970210246,9.600000000000001,0.0,23.520000000000003,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
4.9,6.740603130463628,-0.08393643928909812,7.600649192440335,0.004072995208766093,0.0061286211883896016,0.011296288419236123,9.8,0.0,24.500000000000004,0.0,1.999999999999993,1.999999999999993,0.0,0.0
5.0,6.562701555930568,-0.06402715602954542,7.577803251893832,0.007103702654334649,-0.0022090159396414813,0.00617327383308782,10.0,0.0,25.500000000000004,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.1000000000000005,6.8787005419371425,-0.06873570832537448,7.547773818300849,-0.0010219265243389406,-0.0041768120322722025,0.015987768519871902,10.200000000000001,0.0,26.520000000000003,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.2,6.810863259917083,0.14202644540009576,7.661531032198493,0.0012100384163275905,0.004819529712949639,0.0018973324340654397,10.4,0.0,27.560000000000002,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.300000000000001,6.735675760442145,0.00047854184484731263,7.480258605874251,0.006951570254369137,-0.010182206832334725,0.025923872756854604,10.600000000000001,0.0,28.62,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.4,6.5361482003439155,-0.16212829191815983,7.639425842150358,0.008916626939629357,0.004241198170521552,0.0112834550926428,10.8,0.0,29.700000000000003,0.0,1.999999999999993,1.999999999999993,0.0,0.0
5.5,6.685213791641841,-0.11458815572287472,7.477079894854402,-0.005771617115121117,0.007751197334177512,0.0035294261849786136,11.0,0.0,30.800000000000004,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.6000000000000005,6.563226228050002,-0.028207876247949012,7.527648929266687,-0.004637245528039747,-0.010222203955664314,0.0074368721149191234,11.200000000000001,0.0,31.920000000000005,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.7,6.723795793235187,-0.056041476305669455,7.3950534652825946,0.003320499373576363,-0.016480843414973242,-0.009074637743765553,11.4,0.0,33.06,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.800000000000001,6.579284174381013,-0.012017072756777086,7.512345345965044,0.01575356216949552,0.0065765962320201935,0.0034006147003657287,11.600000000000001,0.0,34.22,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
5.9,6.684198376383467,-0.13037940469567133,7.46293224072649,-0.0018865863892013834,0.0012271856033808947,-0.0032723094355232305,11.8,0.0,35.4,0.0,1.999999999999993,1.999999999999993,0.0,0.0
6.0,6.764952784705055,0.24991083695038663,7.449395188856815,0.005017117220989415,0.004901439917111125,0.0009877952811416374,12.0,0.0,36.6,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.1000000000000005,6.720664679840441,0.02188886011726923,7.480360625907668,-0.006730097838554665,-0.0017548982574105729,0.009979982912454497,12.200000000000001,0.0,37.82,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.2,6.904722348738135,0.163890623912781,7.788686579752077,-0.006673475628880495,0.006723206367206781,0.006833420057383518,12.4,0.0,39.06,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.300000000000001,7.015521247551529,-0.10124474280327271,7.339750934798227,-0.004993926454440222,-0.023238957243098067,-0.00025755021680761055,12.600000000000001,0.0,40.32,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.4,6.573180908335816,0.04255906797143114,7.516972607491922,0.019761708392158864,0.007504238381860503,-0.0007690365566240306,12.8,0.0,41.6,0.0,1.999999999999993,1.999999999999993,0.0,0.0
6.5,6.552288606866625,0.09378787572597586,7.267674230072247,0.01931458765854354,0.00979440120721287,0.00030824347895295166,13.0,0.0,42.9,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.6000000000000005,6.430080628205247,0.2230808561248119,7.44852823433745,0.013378163119734617,-0.017944276587943668,-0.000993750229537729,13.200000000000001,0.0,44.22,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
6.7,6.687837362526606,0.02704708906471131,7.398199390403457,0.0072284993234749875,-0.012676204293825944,0.0035762051497870654,13.4,0.0,45.56,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0
