time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,true_speed,true_heading,true_x,true_y,true_accel_x_vehicle,true_accel_x_world,true_accel_y_world,true_accel_z_world,gnss_x,gnss_y
0.0,6.761557930520562,-0.0007396451756776,7.562862491840448,0.0162302985640802,-0.0043415337472333,0.0026586304305081,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.9868566120449307,-0.5530572046847386
0.1,6.923932729894986,0.1351152093729363,7.395288053235101,0.0064256004358596,-0.0066341769281246,0.0003427024642974,0.2,0.0,0.02,0.0,2.0,2.0,0.0,0.0,,
0.2,6.723345148303783,-0.2669920366986696,7.206971536248389,-0.0046228752924097,-0.0121283112033442,0.0081424733259527,0.4,0.0,0.06,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0,,
0.3,6.550847196240695,-0.1918455552002937,7.685556526463578,-0.0012577630048653,-0.0013247179531207,-0.0092474818621345,0.6000000000000001,0.0,0.12,0.0,2.0,2.0,0.0,0.0,,
0.4,6.605393398890099,0.0366383884564799,7.293060174511999,0.0047569801834567,-0.008006386899188,0.0020830625020672,0.8,0.0,0.2,0.0,2.0,2.0,0.0,0.0,,
0.5,6.5967948157344685,0.2978417276763406,7.463684627414654,-0.009577109289559,0.0062254491210318,-0.0072084364997102,1.0,0.0,0.3,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0,,
0.6000000000000001,6.718380346819591,-0.2739505185819663,7.26648130379058,0.0029686123586912,0.0053846657999541,0.0067136828118997,1.2000000000000002,0.0,0.42,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0,,
0.7000000000000001,6.669703565210641,-0.0251655543383933,7.24393091257023,-0.006198442083947,-0.0066063877095978,0.0155712222621891,1.4,0.0,0.56,0.0,2.0,2.0,0.0,0.0,,
0.8,6.738593551004146,-0.2444560233044101,7.514321806534563,-0.0028508228041631,-0.0087692200030595,0.0111167628884086,1.6,0.0,0.7200000000000001,0.0,2.0,2.0,0.0,0.0,,
0.9,6.841700735943269,0.1596920178674297,7.339826582641948,-0.0020921237585121,0.0013126343140356,0.0147554512712235,1.8,0.0,0.9000000000000001,0.0,2.0,2.0,0.0,0.0,,
1.0,6.615174671892084,-0.0078488464995725,7.29975896502444,-0.0109620662408067,0.0061252582239419,0.0185624002857082,2.0,0.0,1.1,0.0,2.0000000000000004,2.0000000000000004,0.0,0.0,3.69075415240277,6.092119425632101
1.1,6.676249289331828,0.1705299346838036,7.519954614882488,-0.0054511975460512,0.0016139560550841,0.0203803656646596,2.2,0.0,1.32,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0,,
1.2000000000000002,6.681676901702384,0.2546965483721009,7.072747445511883,0.0092190250437522,-0.0011295293176182,0.0020099264953413,2.4000000000000004,0.0,1.56,0.0,2.0,2.0,0.0,0.0,,
1.3,6.700814924049202,-0.2781353371901339,7.432758427949717,0.0045711257151174,0.0127789404474151,-0.0001827021827364,2.6,0.0,1.82,0.0,2.0,2.0,0.0,0.0,,
1.4,6.565776767134898,-0.0552635565376804,7.603019528780655,0.0042875110965968,-0.0072976020376703,0.0101326743311335,2.8000000000000003,0.0,2.1,0.0,2.0,2.0,0.0,0.0,,
1.5,6.701612439971083,0.1652967485799333,7.360401247043741,-0.0022766214659776,-0.0059210815313215,-0.0096351494813211,3.0,0.0,2.4000000000000004,0.0,2.0,2.0,0.0,0.0,,
1.6,6.731468849128565,0.0591582908269834,7.466476229621713,-0.0013458713337514,-0.0161537074205041,0.0007935467723464,3.2,0.0,2.7200000000000006,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0,,
1.7000000000000002,6.635643630089861,-0.1003415903832428,7.441516354375443,0.0050405085681453,0.0168618590121053,0.0067457781283183,3.4000000000000004,0.0,3.0600000000000005,0.0,2.0,2.0,0.0,0.0,,
1.8,6.725683366177291,0.0088331126350749,7.177893528830488,0.0007348612455078,-0.0013976979005897,0.0296324211248528,3.6,0.0,3.4200000000000004,0.0,2.0,2.0,0.0,0.0,,
1.9,6.658196662851709,0.0652321013500418,7.460502445669558,-0.0106867803761953,0.0094282281451502,0.0125193303268677,3.8,0.0,3.8,0.0,2.0,2.0,0.0,0.0,,
2.0,6.805705599625334,-0.1164081182192108,7.676128357765759,-0.0130185106279228,0.0038685709380027,0.0269045562580997,4.0,0.0,4.2,0.0,2.0,2.0,0.0,0.0,3.2633865011066563,-0.9365478277967222
2.1,6.538470358799275,-0.0649446594404157,7.480656915888489,-0.0040347565411619,-0.0175066343106613,0.0056856297480602,4.2,0.0,4.62,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0,,
2.2,6.527705250509963,0.0910388645952772,7.327795575990273,0.0164993440501753,-0.0098325329233623,0.0017793848379432,4.4,0.0,5.0600000000000005,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0,,
2.3000000000000003,6.809078390174329,-0.1646296474650933,7.499828201315963,0.0140714275428242,-0.0180748323456122,0.006846338585323,4.6000000000000005,0.0,5.5200000000000005,0.0,2.0000000000000018,2.0000000000000018,0.0,0.0,,
2.4000000000000004,6.7260332267061385,0.1372734307665965,7.280166604493633,-0.0122045661308427,0.0032194156561689,0.0079698467323318,4.800000000000001,0.0,6.000000000000001,0.0,1.9999999999999971,1.9999999999999971,0.0,0.0,,
2.5,6.724624735120757,0.0719672314245463,7.363705502888571,0.00332253697161,0.0009307247329868,-0.0021435141802636,5.0,0.0,6.500000000000001,0.0,1.9999999999999971,1.9999999999999971,0.0,0.0,,
