time,est_x,est_y,heading_rad,true_x,true_y,error_m,uncertainty_m
0.0,1.1249219688744163,5.958397637790596,0.0,0.0,0.0,0.0,0.0
0.1,1.1359990071430508,5.9582220227595535,-0.0011256810547653825,0.03,0.0,6.060003587152268,7.107742323315803
0.2,1.1693555062049068,5.9584337587488765,-0.0008038237343467453,0.08,0.0,6.057196403972486,7.214015181383003
0.3,1.2244411967540456,5.958852435739151,0.00013967301073389065,0.15,0.0,6.054943949880682,7.3871561143645135
0.4,1.3008578598783465,5.957481636537136,0.0006939189519345792,0.24,0.0,6.051198794333472,7.622875831226756
0.5,1.397596192227649,5.9539243670209725,0.0005353819239570954,0.3500000000000001,0.0,6.045384450155008,7.915842796907836
0.6000000000000001,1.5127131587851583,5.94855959451463,0.0011847813935338212,0.4800000000000001,0.0,6.0375373885235755,8.260214787922676
0.7000000000000001,1.6470788612041205,5.9422032913816665,0.0018441326514405173,0.6300000000000001,0.0,6.028617533565666,8.650091571789385
0.8,1.8019099959750784,5.936011718464818,0.002111178313866344,0.8000000000000002,0.0,6.0199716578889655,9.079840692800342
0.9,1.9771733319773337,5.929493302433894,0.0026380555810940403,0.9900000000000002,0.0,6.011106554618345,9.544294829138204
1.0,-2.422361113257387,4.9333028174944955,0.0034900962075072005,1.2000000000000002,0.0,6.120373903932538,4.928275865560754
1.1,-2.4398405390650066,4.879768986635521,0.003646119361787649,1.4300000000000002,0.0,6.227986123998737,5.204541070789974
1.2000000000000002,-2.436912345627958,4.825455190653447,0.004149652735155167,1.6800000000000002,0.0,6.343026490452975,5.526209338042955
1.3,-2.4132839162458324,4.770306029113599,0.0033850664266456562,1.95,0.0,6.464833033046339,5.886197583650588
1.4,-2.369114235385021,4.715562119756508,0.003445021190012991,2.24,0.0,6.593971499795199,6.278252619016161
1.5,-2.3053273575364504,4.660313853796903,0.004622582127094651,2.55,0.0,6.729987293058823,6.697059560154754
1.6,-2.22229565754777,4.603476014127339,0.0046156837873568375,2.88,0.0,6.872074824219871,7.138207771072098
1.7000000000000002,-2.119633552988226,4.544898861416499,0.005129322201355119,3.2299999999999995,0.0,7.019592923507916,7.598087847464498
1.8,-1.9964680700999524,4.486612759067086,0.006434931397109366,3.6,0.0,7.172875916218811,8.073766837510432
1.9,-1.8528904167097715,4.429390594545599,0.00701098103806746,3.9899999999999993,0.0,7.332044016556904,8.562864337527335
2.0,9.50510841385157,0.13746367000698712,0.00415472749870306,4.4,0.0,5.106958799300213,4.798857550624684
2.1,10.309714570040153,-0.15496232948216282,0.004821510656813721,4.829999999999999,0.0,5.4819052429487405,5.077042735498232
2.2,11.13284644168666,-0.44594275732431926,0.006170497138864746,5.279999999999999,0.0,5.869810594284472,5.371361011983966
2.3000000000000003,11.974794559684668,-0.735796606994364,0.005967161051408011,5.749999999999999,0.0,6.268130818445341,5.679681413729349
2.4000000000000004,12.836696989788198,-1.0240849985834894,0.006297679399249637,6.239999999999999,0.0,6.675714288329334,6.000207042170763
2.5,13.720196704017848,-1.3110022053254164,0.006348173303788502,6.749999999999999,0.0,7.092416293130952,6.331432499537757
2.6,14.624493001068322,-1.5992133476558563,0.007640135149585962,7.279999999999999,0.0,7.516585712546769,6.672091411044928
2.7,15.54935806415507,-1.8876627082677213,0.010518115637006893,7.829999999999999,0.0,7.946808127973177,7.02112433474588
2.8000000000000003,16.493775702468575,-2.1752042747037748,0.010943310282770896,8.399999999999999,0.0,8.380973616386122,7.377639538980602
2.9000000000000004,17.457353188654864,-2.463313727773559,0.012689173016132324,8.989999999999998,0.0,8.818388999293543,7.740888810144159
3.0,9.027005050649601,-1.994848715575413,0.014290076261136271,9.599999999999998,0.0,2.0755106865573927,4.639727401198675
3.1,9.602309129882311,-2.2469880612607183,0.015242385191266515,10.23,0.0,2.3330133252678396,4.85881992877026
3.2,10.198138601646246,-2.4989226719249253,0.016819097179908427,10.88,0.0,2.590279808597007,5.086733163085622
3.3000000000000003,10.814176134812422,-2.7513992981198574,0.016669437688778474,11.55,0.0,2.8480931969080703,5.322749946244523
3.4000000000000004,11.450082024534074,-3.0052066688014847,0.018424355229313898,12.239999999999998,0.0,3.107287809356111,5.56623922694475
3.5,12.106003638700964,-3.257849418128828,0.01782292387034348,12.95,0.0,3.365399335753241,5.816649910942812
3.6,12.782980520987886,-3.508751706944027,0.015748203309356577,13.68,0.0,3.621599437639368,6.073505652315602
3.7,13.479900720611118,-3.7593279714574694,0.019493192248158875,14.43,0.0,3.877529553424165,6.336378229805983
3.8,14.195759936381402,-4.009297555371087,0.02098512916338903,15.2,0.0,4.133154363543812,6.604890761565705
3.9,14.930439928533316,-4.2578033645678115,0.020494414479989887,15.99,0.0,4.387659630870592,6.87871710448431
4.0,16.403712548179122,-0.33525074067263194,0.03041954184909015,16.8,0.0,0.5190730233716961,4.438098775958696
4.1000000000000005,17.2034368424483,-0.4185652856775116,0.030131014962508775,17.630000000000003,0.0,0.5976228122777564,4.617618911103139
4.2,18.02073979876106,-0.5013321942602827,0.028757708873903443,18.480000000000004,0.0,0.679892566104282,4.80429913298156
4.3,18.857047302439103,-0.5851279986313584,0.028937380091957284,19.350000000000005,0.0,0.7650994293651704,4.997801889711994
4.4,19.712672008188274,-0.6691745333327495,0.02924034463904108,20.24000000000001,0.0,0.8519796752325139,5.19781227652497
4.5,20.58907709536467,-0.7528485405823739,0.028938126490559695,21.15000000000001,0.0,0.9388372755709893,5.404053855909697
4.6000000000000005,21.487087520997683,-0.8374050117928471,0.02984631535897553,22.08000000000001,0.0,1.0260567048328577,5.616273173436594
4.7,22.40637433544453,-0.9234654698827596,0.027965352336724772,23.03000000000001,0.0,1.114314786565291,5.8342302685316305
4.800000000000001,23.34708420518997,-1.0095258695368847,0.02727995964837067,24.00000000000001,0.0,1.2022651605933825,6.057711903139252
4.9,24.306806149380787,-1.0940820144647128,0.0273887986507472,24.990000000000016,0.0,1.2898718121965043,6.286492308456118
5.0,24.346853598867582,3.06529548632551,0.04531145581527686,26.000000000000018,0.0,3.48266125858727,4.272840810840989
5.1000000000000005,25.306514279638286,3.138324673922433,0.04541070916735051,27.03000000000002,0.0,3.580430810285425,4.432662132482559
5.2,26.283372560361517,3.212710305452279,0.04560426824279105,28.08000000000002,0.0,3.680947930033957,4.599526666472019
5.300000000000001,27.27729466180317,3.2874968930823933,0.045844985884582495,29.15000000000002,0.0,3.7834720965982243,4.773188542891011
5.4,28.287533210441747,3.3616821444198592,0.046049327215864404,30.24000000000002,0.0,3.887548508306911,4.953402644390444
5.5,29.316026880924444,3.436707986830192,0.04627559536291174,31.35000000000002,0.0,3.993495766351137,5.1399723926236645
5.6000000000000005,30.362577734208244,3.5126190454806854,0.04647681316948764,32.48000000000002,0.0,4.1014594488236025,5.332687091110876
5.7,31.426847829454573,3.5887288203277183,0.046667444391016985,33.63000000000002,0.0,4.211039542966781,5.5313455831543825
5.800000000000001,32.51057216129326,3.666308453500969,0.046707656790361575,34.80000000000001,0.0,4.322418015978803,5.7357961104016555
5.9,33.6132647310559,3.745196655154645,0.04695982606473655,35.99000000000001,0.0,4.435692564236657,5.945863144031257
6.0,33.666115970275925,-2.0826325708192255,0.007998159638228405,37.2,0.0,4.101913548647263,4.166727451931362
6.1000000000000005,34.7706602992417,-2.2172275248917677,0.00788282482811687,38.43,0.0,4.278652234370484,4.319303493519433
6.2,35.89445012967427,-2.351891910277123,0.007657100997403886,39.68,0.0,4.456656075843203,4.479203023637
6.300000000000001,37.03814462240791,-2.4867911741518176,0.0075101855573302245,40.95,0.0,4.635379470877819,4.646225008160148
6.4,38.20171496217293,-2.6228089146918006,0.00738987974801206,42.24,0.0,4.81527492981707,4.820162180473094
6.5,39.38498126638731,-2.7602771604829064,0.007240969769946983,43.54999999999999,0.0,4.9966499831415225,5.000810393465981
6.6000000000000005,40.58776807618907,-2.899122748853122,0.007198190318007111,44.87999999999999,0.0,5.179591451137749,5.187972804774394
6.7,41.80975695480549,-3.037874642290918,0.007075983571734215,46.22999999999998,0.0,5.363509198357399,5.381457968569423
6.800000000000001,43.05103450452733,-3.1763799574450733,0.0070365824462300395,47.59999999999998,0.0,5.54819580702227,5.581092860380908
6.9,44.311617419554025,-3.3150661337169227,0.006917119155194535,48.98999999999997,0.0,5.7338405139955615,5.786713209287129
7.0,50.39931130785314,-6.490744830523157,-0.022655210366673565,50.39999999999997,0.0,6.490744867059555,4.114754691582022
7.1000000000000005,51.86192024416387,-6.739656486969938,-0.02292538282753339,51.82999999999996,0.0,6.739732076599444,4.266861363434285
7.2,53.34441357000772,-6.989435645157537,-0.02337486031581406,53.27999999999996,0.0,6.989732451660785,4.426603493044868
7.300000000000001,54.84727723408313,-7.238127633862416,-0.023901891829696213,54.74999999999996,0.0,7.2387812858487175,4.593782141291438
7.4,56.370166685149655,-7.48676643693086,-0.024300600652763245,56.23999999999995,0.0,7.487897905759484,4.768181188081718
